Şu	O
anda	O
bir	O
tek	O
grup	O
KOBİ	O
'lere	O
yönelik	O
faaliyetlerini	O
artırmaya	O
çalışıyor	O
:	O
Bankalar	O
.	O
Türkiye	O
'de	O
bankaların	O
bir	O
siyasi	O
gücü	O
de	O
var	O
,	O
bu	O
nedenle	O
ilerde	O
örgütlenmeye	O
de	O
yardımcı	B-IDIOM
olabilirler	I-IDIOM
.	O
KOSGEB	O
MAHFOLDU	O
.	O
KOSGEB	O
'in	O
özerkleştirilmesi	O
konusunda	O
ne	O
düşünüyorsunuz	O
.	O
Bu	O
konu	O
son	O
zamanlarda	O
gündemde	O
çünkü	O
bu	O
kurum	O
bütçe	O
kısıntıları	O
yüzünden	O
işlevini	O
tam	O
olarak	O
yapamıyor	O
galiba	O
.	O
Evet	O
,	O
haklısınız	O
.	O
Hesaplara	O
göre	O
kurulduğu	O
yıl	O
KOSGEB	O
'e	O
bugünkü	O
değerle	O
30_trilyon	O
verilmiş	O
,	O
bu	O
yıl	O
tahsil	O
edilen	O
fonlar	O
ise	O
belki	O
1_trilyon	O
.	O
Çeşitli	O
siyasi	O
müdahaleler	O
sonucu	O
(	O
seçim	O
bölgelerinde	O
oy	O
toplamak	O
için	O
)	O
bir	O
sürü	O
merkez	O
açıldı	O
ama	O
bütçe	O
ve	O
kadro	O
aşağı	O
gitti	O
.	O
Siyasiler	O
KOSGEB	O
'i	O
mahfettiler	O
ve	O
gittiler	O
.	O
Yoksa	O
KOSGEB	O
10	O
yıl	O
önce	O
olduğu	O
gibi	O
ve	O
UNIDO	O
ile	O
çalışan	O
kurum	O
olsaydı	O
.	O
O	O
zamandan	O
kalma	O
başarılı	O
projeler	O
var	O
hala	O
.	O
KOSGEB	O
'deki	O
arkadaşları	O
suçlayamayız	O
.	O
10	O
yıl	O
önce	O
o	O
başarılı	O
projeleri	O
hazırlayan	O
Mahmut_Esat_Yalçın	O
bugün	O
başkan	O
vekili	O
.	O
Ama	O
kurumun	O
şu	O
anda	O
bu	O
kadar	O
geniş	O
bir	O
alanda	O
çalışmak	O
için	O
bütçesi	O
de	O
kadrosu	O
da	O
yetersiz	O
.	O
İHTİYAÇTAN	O
DOĞMALI	O
.	O
Türkiye	O
'deki	O
KOBİ	O
örgütlenmesinin	O
başarısı	O
neye	O
bağlı	O
sizce	O
.	O
Ne	O
zaman	O
ki	O
Türkiye	O
'de	O
bu	O
tip	O
oluşumlar	O
bir	O
ihtiyacın	O
sonucu	O
olarak	O
ortaya	O
çıkar	O
,	O
ancak	O
o	O
zaman	O
başarılı	B-IDIOM
olabilirler	I-IDIOM
.	O
Örneğin	O
İzmir	O
'de	O
EGS	O
hemen	O
başarılı	O
oldu	O
,	O
çünkü	O
tabandan	O
,	O
ihtiyaçtan	O
doğdu	O
.	O
Diğer	O
modeller	O
hep	O
Tanrı	O
'dan	O
gelir	O
gibi	O
yukardan	O
geliyor	O
,	O
"	O
Haydi	O
sana	O
danışmanlık	O
vereyim	O
,	O
haydi	O
ihracatını	O
örgütleyeyim	O
"	O
.	O
Bu	O
tip	O
modelleri	O
kabul	B-IDIOM
ettirmek	I-IDIOM
biraz	O
zor	O
Türkiye	O
'de	O
.	O
İşletmeler	O
kendi	O
aralarında	O
ilişki	O
kurmadıkları	O
sürece	O
tepeden	O
inme	O
işbirliği	O
olmaz	O
.	O
Teşviklerde	O
büyük	O
şehirler	O
ilk	O
beşte	O
.	O
Halkbank	O
KOBİ	O
kredilerinden	O
yararlanacak	O
ilk	O
103	O
firmanın	O
yaklaşık	O
yarısı	O
İstanbul	O
,	O
Ankara	O
,	O
İzmir	O
,	O
Bursa	O
ve	O
Sıvas	O
'tan	O
.	O
1	O
.26	O
trilyon	O
TL	O
'lık	O
ilk	O
bölüm	O
kredinin	O
200	O
milyar	O
TL	O
'sı	O
işletme	O
,	O
kalanı	O
yatırım	O
kredisi	O
olarak	O
kullandırılacak	O
.	O
1996	O
yılının	O
sona	O
ermesinden	O
birkaç	O
gün	O
önce	O
Halkbank	O
KOBİ	O
kredilerinden	O
yararlanmaya	O
hak	B-IDIOM
kazandığı	I-IDIOM
açıklanan	O
103	O
işletmeden	O
yaklaşık	O
yarısının	O
büyük	O
şehirlerden	O
olduğu	O
,	O
buna	O
karşın	O
Doğu	O
-	O
Güneydoğu_Anadolu	O
bölgesinin	O
kredilerin	O
bu	O
ilk	O
bölümünden	O
Akdeniz	O
,	O
Karadeniz	O
ve	O
Ege	O
bölgelerinden	O
daha	O
çok	O
yararlandığı	O
belirlendi	O
.	O
İstanbul_Sanayi_Odası	O
'nın	O
verdiği	O
bilgiye	O
göre	O
35	O
şehirden	O
toplam	O
103	O
firma	O
Halk_Bankası	O
'ndan	O
1_trilyon_266	O
milyar	O
TL	O
kredi	O
kullanmaya	O
hak	O
kazandı	O
.	O
Bu	O
kredilerin	O
yüzde_16	O
'sını	O
oluşturan	O
201	O
milyar	O
TL	O
işletme	O
,	O
kalan	O
miktar	O
ise	O
yatırım	O
kredisi	O
olarak	O
kullandırılacak	O
.	O
Kredilerin	O
bölgelere	O
göre	O
dağılımında	O
en	O
yüksek	O
payı	O
481	O
milyar	O
TL	O
ile	O
Orta_Anadolu	O
Bölgesi	O
'nin	O
alması	O
dikkat	B-IDIOM
çekti	I-IDIOM
.	O
İkinci	O
sırada	O
gelen	O
ve	O
sadece	O
İstanbul	O
ve	O
Bursa	O
ile	O
temsil	B-IDIOM
edilen	I-IDIOM
Marmara	O
Bölgesi	O
262	O
milyar	O
TL	O
alırken	O
,	O
üçüncü	O
sırada	O
185	O
milyar	O
TL	O
ile	O
Doğu	O
-	O
Güneydoğu_Anadolu	O
Bölgesi	O
geldi	O
.	O
İSO	O
'ya	O
başvuran	O
225	O
şirketten	O
ise	O
197	O
'sinin	O
başvurusu	O
değerlendirildi	O
ve	O
onaylandı	O
.	O
Başvuruların	O
sektörel	O
olarak	O
dağılımı	O
şöyle	O
:	O
%51	O
